product_id,product_name,category,criticality,snapshot_date,stock_quantity,avg_daily_usage,usage_trend_pct,days_until_stockout
THY-0004,Grease Cartridge,Consumables,Low,2026-06-22,275,3.68,-24.8,49
THY-0004,Grease Cartridge,Consumables,Low,2026-07-06,218,4.06,10.2,40
THY-0005,Safety Wire Spool,Consumables,Medium,2025-12-08,34,4.53,0.0,8
THY-0005,Safety Wire Spool,Consumables,Medium,2025-12-22,86,4.53,0.1,18
THY-0005,Safety Wire Spool,Consumables,Medium,2026-01-05,149,5.18,14.4,43
THY-0005,Safety Wire Spool,Consumables,Medium,2026-01-19,87,4.42,-14.7,25
THY-0005,Safety Wire Spool,Consumables,Medium,2026-02-02,189,3.6,-18.6,58
THY-0005,Safety Wire Spool,Consumables,Medium,2026-02-16,144,3.21,-10.8,50
THY-0005,Safety Wire Spool,Consumables,Medium,2026-03-02,106,2.68,-16.6,33
THY-0005,Safety Wire Spool,Consumables,Medium,2026-03-16,57,3.53,31.8,14
THY-0005,Safety Wire Spool,Consumables,Medium,2026-03-30,173,3.84,8.8,37
THY-0005,Safety Wire Spool,Consumables,Medium,2026-04-13,112,4.36,13.6,25
THY-0005,Safety Wire Spool,Consumables,Medium,2026-04-27,46,4.73,8.4,10
THY-0005,Safety Wire Spool,Consumables,Medium,2026-05-11,170,4.79,1.3,46
THY-0005,Safety Wire Spool,Consumables,Medium,2026-05-25,114,4.03,-15.8,37
THY-0005,Safety Wire Spool,Consumables,Medium,2026-06-08,63,3.63,-9.9,24
THY-0005,Safety Wire Spool,Consumables,Medium,2026-06-22,14,3.47,-4.5,6
THY-0005,Safety Wire Spool,Consumables,Medium,2026-07-06,88,2.89,-16.6,26
THY-0006,Rivet Pack (100pc),Consumables,Medium,2025-12-08,298,5.8,0.0,39
THY-0006,Rivet Pack (100pc),Consumables,Medium,2025-12-22,212,6.09,4.9,34
THY-0006,Rivet Pack (100pc),Consumables,Medium,2026-01-05,106,7.61,25.1,17
THY-0006,Rivet Pack (100pc),Consumables,Medium,2026-01-19,249,7.92,4.0,54
THY-0006,Rivet Pack (100pc),Consumables,Medium,2026-02-02,151,7.04,-11.1,35
THY-0006,Rivet Pack (100pc),Consumables,Medium,2026-02-16,80,5.07,-28.0,20
THY-0006,Rivet Pack (100pc),Consumables,Medium,2026-03-02,286,4.44,-12.4,46
THY-0006,Rivet Pack (100pc),Consumables,Medium,2026-03-16,212,5.31,19.7,33
THY-0006,Rivet Pack (100pc),Consumables,Medium,2026-03-30,131,5.76,8.3,16
THY-0006,Rivet Pack (100pc),Consumables,Medium,2026-04-13,26,7.54,31.0,5
THY-0006,Rivet Pack (100pc),Consumables,Medium,2026-04-27,241,6.97,-7.5,37
THY-0006,Rivet Pack (100pc),Consumables,Medium,2026-05-11,133,7.73,10.9,22
THY-0006,Rivet Pack (100pc),Consumables,Medium,2026-05-25,269,6.13,-20.7,58
THY-0006,Rivet Pack (100pc),Consumables,Medium,2026-06-08,192,5.49,-10.4,41
THY-0006,Rivet Pack (100pc),Consumables,Medium,2026-06-22,117,5.36,-2.5,26
THY-0007,Cabin Air Filter,Consumables,Low,2025-12-08,281,5.85,0.0,39
THY-0007,Cabin Air Filter,Consumables,Low,2025-12-22,206,5.37,-8.2,32
THY-0007,Cabin Air Filter,Consumables,Low,2026-01-05,113,6.67,24.1,20
THY-0007,Cabin Air Filter,Consumables,Low,2026-01-19,239,6.62,-0.7,52
THY-0007,Cabin Air Filter,Consumables,Low,2026-02-02,170,4.9,-26.0,40
THY-0007,Cabin Air Filter,Consumables,Low,2026-02-16,121,3.52,-28.2,29
THY-0007,Cabin Air Filter,Consumables,Low,2026-03-02,301,3.55,0.9,52
THY-0007,Cabin Air Filter,Consumables,Low,2026-03-16,233,4.82,35.8,41
THY-0007,Cabin Air Filter,Consumables,Low,2026-03-30,164,4.94,2.4,27
THY-0007,Cabin Air Filter,Consumables,Low,2026-04-13,90,5.32,7.7,14
THY-0007,Cabin Air Filter,Consumables,Low,2026-04-27,200,6.96,30.8,32
THY-0007,Cabin Air Filter,Consumables,Low,2026-05-11,104,6.88,-1.1,19
THY-0007,Cabin Air Filter,Consumables,Low,2026-05-25,254,6.11,-11.2,57
THY-0007,Cabin Air Filter,Consumables,Low,2026-06-08,179,5.32,-13.0,38
THY-0007,Cabin Air Filter,Consumables,Low,2026-06-22,123,4.04,-24.0,26
THY-0007,Cabin Air Filter,Consumables,Low,2026-07-06,365,4.37,8.1,57
THY-0008,Fuel Filter Element,Consumables,Medium,2025-12-08,127,2.84,0.0,40
THY-0008,Fuel Filter Element,Consumables,Medium,2025-12-22,82,3.22,13.6,24
THY-0008,Fuel Filter Element,Consumables,Medium,2026-01-05,44,2.74,-15.0,16
THY-0008,Fuel Filter Element,Consumables,Medium,2026-01-19,110,2.96,7.9,48
THY-0008,Fuel Filter Element,Consumables,Medium,2026-02-02,73,2.61,-11.9,34
THY-0008,Fuel Filter Element,Consumables,Medium,2026-02-16,43,2.21,-15.2,23
THY-0008,Fuel Filter Element,Consumables,Medium,2026-03-02,97,1.99,-10.0,37
THY-0008,Fuel Filter Element,Consumables,Medium,2026-03-16,64,2.38,19.9,24
THY-0008,Fuel Filter Element,Consumables,Medium,2026-03-30,22,2.95,24.0,7
THY-0008,Fuel Filter Element,Consumables,Medium,2026-04-13,57,3.07,3.9,17
THY-0008,Fuel Filter Element,Consumables,Medium,2026-04-27,86,3.55,15.8,29
THY-0008,Fuel Filter Element,Consumables,Medium,2026-05-11,34,3.77,6.1,11
THY-0008,Fuel Filter Element,Consumables,Medium,2026-05-25,131,3.11,-17.7,57
THY-0008,Fuel Filter Element,Consumables,Medium,2026-06-08,95,2.52,-18.8,47
THY-0008,Fuel Filter Element,Consumables,Medium,2026-06-22,69,1.9,-24.7,30
THY-0008,Fuel Filter Element,Consumables,Medium,2026-07-06,41,1.99,5.1,18
THY-0009,Oil Filter Element,Consumables,Low,2025-12-08,86,2.11,0.0,37
THY-0009,Oil Filter Element,Consumables,Low,2025-12-22,51,2.5,18.5,25
THY-0009,Oil Filter Element,Consumables,Low,2026-01-05,18,2.4,-4.1,8
THY-0009,Oil Filter Element,Consumables,Low,2026-01-19,78,2.23,-7.1,46
THY-0009,Oil Filter Element,Consumables,Low,2026-02-02,56,1.57,-29.6,34
THY-0009,Oil Filter Element,Consumables,Low,2026-02-16,38,1.28,-18.6,23
THY-0009,Oil Filter Element,Consumables,Low,2026-03-02,80,1.32,3.5,43
THY-0009,Oil Filter Element,Consumables,Low,2026-03-16,55,1.78,34.5,26
THY-0009,Oil Filter Element,Consumables,Low,2026-03-30,29,1.87,5.2,15
THY-0009,Oil Filter Element,Consumables,Low,2026-04-13,49,2.67,43.0,21
THY-0009,Oil Filter Element,Consumables,Low,2026-04-27,15,2.41,-9.9,8
THY-0009,Oil Filter Element,Consumables,Low,2026-05-11,72,2.1,-12.9,43
THY-0009,Oil Filter Element,Consumables,Low,2026-05-25,42,2.14,2.1,30
THY-0009,Oil Filter Element,Consumables,Low,2026-06-08,19,1.6,-25.4,14
THY-0009,Oil Filter Element,Consumables,Low,2026-06-22,84,1.56,-2.5,48
THY-0009,Oil Filter Element,Consumables,Low,2026-07-06,62,1.59,2.4,33
THY-0010,Wiper Blade,Consumables,Low,2025-12-08,52,4.13,0.0,9
THY-0010,Wiper Blade,Consumables,Low,2025-12-22,202,5.41,31.1,40
THY-0010,Wiper Blade,Consumables,Low,2026-01-05,134,4.89,-9.5,27
THY-0010,Wiper Blade,Consumables,Low,2026-01-19,54,5.68,16.1,12
THY-0010,Wiper Blade,Consumables,Low,2026-02-02,239,5.36,-5.6,63
THY-0010,Wiper Blade,Consumables,Low,2026-02-16,174,4.66,-13.0,44
THY-0010,Wiper Blade,Consumables,Low,2026-03-02,121,3.8,-18.5,30
THY-0010,Wiper Blade,Consumables,Low,2026-03-16,59,4.4,15.7,14
THY-0010,Wiper Blade,Consumables,Low,2026-03-30,238,4.75,8.1,48
THY-0010,Wiper Blade,Consumables,Low,2026-04-13,159,5.64,18.6,28
THY-0010,Wiper Blade,Consumables,Low,2026-04-27,79,5.73,1.6,17
THY-0010,Wiper Blade,Consumables,Low,2026-05-11,197,5.15,-10.2,45
THY-0010,Wiper Blade,Consumables,Low,2026-05-25,140,4.11,-20.1,41
THY-0010,Wiper Blade,Consumables,Low,2026-06-08,79,4.32,5.1,23
THY-0010,Wiper Blade,Consumables,Low,2026-06-22,214,3.56,-17.5,53
THY-0010,Wiper Blade,Consumables,Low,2026-07-06,163,3.63,2.0,36
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2025-12-08,81,3.5,0.0,21
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2025-12-22,189,4.16,18.8,62
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2026-01-05,135,3.89,-6.4,45
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2026-01-19,80,3.92,0.9,29
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2026-02-02,37,3.07,-21.8,11
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2026-02-16,90,2.84,-7.3,38
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2026-03-02,54,2.58,-9.2,23
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2026-03-16,158,2.71,4.7,43
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2026-03-30,111,3.37,24.6,29
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2026-04-13,57,3.88,15.2,13
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2026-04-27,92,4.46,15.0,19
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2026-05-11,37,3.96,-11.3,12
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2026-05-25,118,3.46,-12.6,44
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2026-06-08,73,3.23,-6.6,32
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2026-06-22,134,2.39,-26.0,45
THY-0011,Sealant Tube (PR-1440),Consumables,Low,2026-07-06,99,2.48,3.7,33
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2025-12-08,248,6.18,0.0,36
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2025-12-22,146,7.32,18.5,19
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2026-01-05,20,8.96,22.3,4
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2026-01-19,215,5.99,-33.1,42
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2026-02-02,150,4.66,-22.3,28
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2026-02-16,87,4.52,-3.0,22
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2026-03-02,358,4.12,-8.9,59
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2026-03-16,291,4.74,15.1,45
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2026-03-30,211,5.7,20.3,30
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2026-04-13,129,5.88,3.0,17
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2026-04-27,294,8.11,38.0,52
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2026-05-11,194,7.14,-11.9,33
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2026-05-25,105,6.38,-10.7,21
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2026-06-08,250,5.24,-17.9,52
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2026-06-22,185,4.64,-11.3,33
THY-0012,Anti-Ice Fluid Drum,Consumables,Low,2026-07-06,120,4.59,-1.1,25
THY-0013,Bolt Kit (AN-Series),Consumables,Low,2025-12-08,89,2.54,0.0,30
THY-0013,Bolt Kit (AN-Series),Consumables,Low,2025-12-22,41,3.46,36.0,16
THY-0013,Bolt Kit (AN-Series),Consumables,Low,2026-01-05,0,2.92,-15.4,0
THY-0013,Bolt Kit (AN-Series),Consumables,Low,2026-01-19,70,2.92,-0.1,31
THY-0013,Bolt Kit (AN-Series),Consumables,Low,2026-02-02,36,2.4,-17.8,21
THY-0013,Bolt Kit (AN-Series),Consumables,Low,2026-02-16,154,1.78,-25.9,67
THY-0013,Bolt Kit (AN-Series),Consumables,Low,2026-03-02,123,2.16,21.4,52
THY-0013,Bolt Kit (AN-Series),Consumables,Low,2026-03-16,96,1.96,-9.3,34
THY-0013,Bolt Kit (AN-Series),Consumables,Low,2026-03-30,64,2.28,16.4,23
THY-0013,Bolt Kit (AN-Series),Consumables,Low,2026-04-13,21,3.08,35.3,8
THY-0013,Bolt Kit (AN-Series),Consumables,Low,2026-04-27,80,3.12,1.1,29
THY-0013,Bolt Kit (AN-Series),Consumables,Low,2026-05-11,37,3.03,-2.8,11
THY-0013,Bolt Kit (AN-Series),Consumables,Low,2026-05-25,102,2.78,-8.3,47
THY-0013,Bolt Kit (AN-Series),Consumables,Low,2026-06-08,71,2.2,-20.7,36
THY-0013,Bolt Kit (AN-Series),Consumables,Low,2026-06-22,40,2.23,1.2,19
THY-0014,Cotter Pin Pack,Consumables,Medium,2025-12-08,58,1.7,0.0,28
THY-0014,Cotter Pin Pack,Consumables,Medium,2025-12-22,27,2.2,29.6,14
THY-0014,Cotter Pin Pack,Consumables,Medium,2026-01-05,53,2.55,15.7,29
THY-0014,Cotter Pin Pack,Consumables,Medium,2026-01-19,24,2.11,-17.1,13
THY-0014,Cotter Pin Pack,Consumables,Medium,2026-02-02,60,1.81,-14.3,42
THY-0014,Cotter Pin Pack,Consumables,Medium,2026-02-16,41,1.3,-28.3,31
THY-0014,Cotter Pin Pack,Consumables,Medium,2026-03-02,23,1.35,4.2,15
THY-0014,Cotter Pin Pack,Consumables,Medium,2026-03-16,70,1.39,2.9,35
THY-0014,Cotter Pin Pack,Consumables,Medium,2026-03-30,47,1.61,15.7,23
THY-0014,Cotter Pin Pack,Consumables,Medium,2026-04-13,22,1.78,10.4,11
THY-0014,Cotter Pin Pack,Consumables,Medium,2026-04-27,79,2.15,21.2,39
THY-0014,Cotter Pin Pack,Consumables,Medium,2026-05-11,49,2.15,-0.2,28
THY-0014,Cotter Pin Pack,Consumables,Medium,2026-05-25,25,1.68,-21.9,18
THY-0014,Cotter Pin Pack,Consumables,Medium,2026-06-08,84,1.66,-1.1,56
THY-0014,Cotter Pin Pack,Consumables,Medium,2026-06-22,66,1.29,-22.0,39
THY-0014,Cotter Pin Pack,Consumables,Medium,2026-07-06,48,1.31,1.5,28
THY-0015,Adhesive Film Roll,Consumables,Medium,2025-12-08,223,5.01,0.0,38
THY-0015,Adhesive Film Roll,Consumables,Medium,2025-12-22,135,6.29,25.7,22
THY-0015,Adhesive Film Roll,Consumables,Medium,2026-01-05,53,5.86,-6.8,8
THY-0015,Adhesive Film Roll,Consumables,Medium,2026-01-19,141,5.07,-13.5,32
THY-0015,Adhesive Film Roll,Consumables,Medium,2026-02-02,70,5.05,-0.3,21
THY-0015,Adhesive Film Roll,Consumables,Medium,2026-02-16,197,3.5,-30.6,48
THY-0015,Adhesive Film Roll,Consumables,Medium,2026-03-02,144,3.78,7.7,33
THY-0015,Adhesive Film Roll,Consumables,Medium,2026-03-16,88,4.03,6.7,20
THY-0015,Adhesive Film Roll,Consumables,Medium,2026-03-30,188,4.81,19.4,33
THY-0015,Adhesive Film Roll,Consumables,Medium,2026-04-13,106,5.87,22.1,17
THY-0015,Adhesive Film Roll,Consumables,Medium,2026-04-27,283,6.88,17.1,50
THY-0015,Adhesive Film Roll,Consumables,Medium,2026-05-11,205,5.6,-18.6,41
THY-0015,Adhesive Film Roll,Consumables,Medium,2026-05-25,130,5.33,-4.7,35
THY-0015,Adhesive Film Roll,Consumables,Medium,2026-06-08,67,4.5,-15.6,17
THY-0015,Adhesive Film Roll,Consumables,Medium,2026-06-22,225,3.55,-21.2,52
THY-0015,Adhesive Film Roll,Consumables,Medium,2026-07-06,184,2.92,-17.7,37
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2025-12-08,20,0.76,0.0,21
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2025-12-22,6,1.0,31.9,8
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2026-01-05,22,0.81,-18.7,26
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2026-01-19,10,0.86,6.5,12
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2026-02-02,41,0.85,-2.2,60
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2026-02-16,31,0.75,-10.8,41
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2026-03-02,22,0.66,-12.2,27
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2026-03-16,12,0.64,-2.6,18
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2026-03-30,44,0.71,10.3,44
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2026-04-13,32,0.87,22.5,32
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2026-04-27,19,0.94,7.6,22
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2026-05-11,5,0.98,4.8,6
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2026-05-25,33,0.87,-11.1,50
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2026-06-08,21,0.88,1.1,30
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2026-06-22,13,0.51,-42.5,21
THY-0016,Hydraulic Pump Assembly,Hydraulics,Medium,2026-07-06,46,0.63,23.3,55
THY-0017,Flap Actuator,Hydraulics,High,2025-12-08,12,0.46,0.0,23
THY-0017,Flap Actuator,Hydraulics,High,2025-12-22,5,0.48,3.4,12
THY-0017,Flap Actuator,Hydraulics,High,2026-01-05,21,0.49,2.9,59
THY-0017,Flap Actuator,Hydraulics,High,2026-01-19,16,0.42,-15.2,47
THY-0017,Flap Actuator,Hydraulics,High,2026-02-02,10,0.39,-5.9,32
THY-0017,Flap Actuator,Hydraulics,High,2026-02-16,5,0.35,-11.9,16
THY-0017,Flap Actuator,Hydraulics,High,2026-03-02,23,0.31,-11.7,57
THY-0017,Flap Actuator,Hydraulics,High,2026-03-16,18,0.35,13.0,44
THY-0017,Flap Actuator,Hydraulics,High,2026-03-30,13,0.39,12.8,27
THY-0017,Flap Actuator,Hydraulics,High,2026-04-13,6,0.47,20.3,13
THY-0017,Flap Actuator,Hydraulics,High,2026-04-27,17,0.48,2.4,36
THY-0017,Flap Actuator,Hydraulics,High,2026-05-11,11,0.48,0.5,21
THY-0017,Flap Actuator,Hydraulics,High,2026-05-25,4,0.5,2.4,11
THY-0017,Flap Actuator,Hydraulics,High,2026-06-08,19,0.4,-18.5,54
THY-0017,Flap Actuator,Hydraulics,High,2026-06-22,15,0.27,-34.2,39
THY-0018,Hydraulic Accumulator,Hydraulics,High,2025-12-08,11,0.35,0.0,34
THY-0018,Hydraulic Accumulator,Hydraulics,High,2025-12-22,5,0.38,10.4,15
THY-0018,Hydraulic Accumulator,Hydraulics,High,2026-01-05,10,0.41,6.3,41
THY-0018,Hydraulic Accumulator,Hydraulics,High,2026-01-19,7,0.28,-32.0,27
THY-0018,Hydraulic Accumulator,Hydraulics,High,2026-02-02,3,0.26,-7.2,11
THY-0018,Hydraulic Accumulator,Hydraulics,High,2026-02-16,12,0.25,-3.0,49
THY-0018,Hydraulic Accumulator,Hydraulics,High,2026-03-02,9,0.22,-11.8,34
THY-0018,Hydraulic Accumulator,Hydraulics,High,2026-03-16,6,0.23,6.0,21
THY-0018,Hydraulic Accumulator,Hydraulics,High,2026-03-30,12,0.32,37.6,36
THY-0018,Hydraulic Accumulator,Hydraulics,High,2026-04-13,7,0.32,0.9,19
THY-0018,Hydraulic Accumulator,Hydraulics,High,2026-04-27,15,0.35,8.7,52
THY-0018,Hydraulic Accumulator,Hydraulics,High,2026-05-11,9,0.41,16.8,34
THY-0018,Hydraulic Accumulator,Hydraulics,High,2026-05-25,5,0.26,-36.3,20
THY-0018,Hydraulic Accumulator,Hydraulics,High,2026-06-08,11,0.25,-4.5,48
THY-0018,Hydraulic Accumulator,Hydraulics,High,2026-06-22,8,0.24,-5.0,33
THY-0018,Hydraulic Accumulator,Hydraulics,High,2026-07-06,5,0.22,-9.3,20
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2025-12-08,22,0.55,0.0,40
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2025-12-22,13,0.64,15.6,23
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2026-01-05,5,0.59,-7.9,11
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2026-01-19,21,0.62,6.0,52
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2026-02-02,15,0.46,-26.4,33
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2026-02-16,10,0.36,-21.5,24
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2026-03-02,24,0.39,8.9,49
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2026-03-16,18,0.44,11.6,31
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2026-03-30,10,0.54,22.3,18
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2026-04-13,30,0.53,-1.2,55
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2026-04-27,23,0.51,-3.1,49
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2026-05-11,16,0.51,-0.3,35
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2026-05-25,10,0.4,-21.5,24
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2026-06-08,20,0.45,12.6,52
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2026-06-22,15,0.39,-13.0,36
THY-0019,Hydraulic Hose Assembly,Hydraulics,High,2026-07-06,10,0.38,-4.2,21
THY-0020,Servo Control Valve,Hydraulics,High,2025-12-08,30,0.75,0.0,43
THY-0020,Servo Control Valve,Hydraulics,High,2025-12-22,18,0.82,8.7,26
THY-0020,Servo Control Valve,Hydraulics,High,2026-01-05,8,0.73,-10.1,10
